"Id","ProjId","ProjName","CommitSha","FileName","Type","ActionScript","SrcLine","DestLine","BlockLength","ActionId"
"11862","21","arthas","0583674677e16481eb5a4d99ec682579696998ea","pom.xml","update","{'src_line': 7, 'dest_line': 7, 'mode': 'update', 'str_diff': [[[17, 21]], [[17, 21]]], 'indent_offset': 0, 'edit_action': 'Update line 7 to line 7'}","7","7",,
"11863","21","arthas","08e3c65ad1d9978e2e6ca23c965ded23be085947","pom.xml","update","{'src_line': 7, 'dest_line': 7, 'mode': 'update', 'str_diff': [[[21, 24]], [[21, 21]]], 'indent_offset': 0, 'edit_action': 'Update line 7 to line 7'}","7","7",,
"11864","21","arthas","0ae53869be901e2535f510111631c57d20c76572","pom.xml","c_update","{'src_line': 56, 'dest_line': 56, 'mode': 'c_update', 'edit_action': 'Update line 56 to line 56', 'str_diff': [[[25, 42]], [[25, 37]]]}","56","56",,
"11865","21","arthas","0ae53869be901e2535f510111631c57d20c76572","pom.xml","c_update","{'src_line': 57, 'dest_line': 57, 'mode': 'c_update', 'edit_action': 'Update line 57 to line 57', 'str_diff': [[[24, 26]], [[24, 36]]]}","57","57",,
"11866","21","arthas","0f17a4563343c2cc06264cb31f8da9aa1e1eae31","pom.xml","update","{'src_line': 7, 'dest_line': 7, 'mode': 'update', 'str_diff': [[[22, 30]], [[]]], 'indent_offset': 0, 'edit_action': 'Update line 7 to line 7'}","7","7",,
"11867","21","arthas","180ee6beb51aaf9540abc45dd2264651de996772","pom.xml","update","{'src_line': 90, 'dest_line': 90, 'mode': 'update', 'str_diff': [[[]], [[30, 31]]], 'indent_offset': 0, 'edit_action': 'Update line 90 to line 90'}","90","90",,
"11868","21","arthas","18cae0546929cb61c1efa766a94038539d1275e9","pom.xml","update","{'src_line': 7, 'dest_line': 9, 'mode': 'update', 'str_diff': [[[17, 21]], [[17, 21]]], 'indent_offset': 0, 'edit_action': 'Update line 7 to line 9'}","7","9",,
"11869","21","arthas","18cae0546929cb61c1efa766a94038539d1275e9","pom.xml","c_update","{'src_line': 16, 'dest_line': 28, 'mode': 'c_update', 'edit_action': 'Update line 16 to line 28', 'str_diff': [[[31, 33]], [[31, 36]]]}","16","28",,
"11870","21","arthas","18cae0546929cb61c1efa766a94038539d1275e9","pom.xml","c_update","{'src_line': 16, 'dest_line': 33, 'mode': 'c_update', 'edit_action': 'Update line 16 to line 33', 'str_diff': [[[31, 33]], [[31, 36]]]}","16","33",,
"11871","21","arthas","18cae0546929cb61c1efa766a94038539d1275e9","pom.xml","c_update","{'src_line': 16, 'dest_line': 38, 'mode': 'c_update', 'edit_action': 'Update line 16 to line 38', 'str_diff': [[[31, 33]], [[31, 37]]]}","16","38",,
"11872","21","arthas","18cae0546929cb61c1efa766a94038539d1275e9","pom.xml","c_update","{'src_line': 21, 'dest_line': 42, 'mode': 'c_update', 'edit_action': 'Update line 21 to line 42', 'str_diff': [[[21, 25]], [[21, 38]]]}","21","42",,
"11873","21","arthas","18cae0546929cb61c1efa766a94038539d1275e9","pom.xml","c_update","{'src_line': 22, 'dest_line': 43, 'mode': 'c_update', 'edit_action': 'Update line 22 to line 43', 'str_diff': [[[24, 28]], [[24, 46]]]}","22","43",,
"11874","21","arthas","18cae0546929cb61c1efa766a94038539d1275e9","pom.xml","update","{'src_line': 42, 'dest_line': 69, 'mode': 'update', 'str_diff': [[[34, 41]], [[34, 38]]], 'indent_offset': 0, 'edit_action': 'Update line 42 to line 69'}","42","69",,
"11875","21","arthas","18cae0546929cb61c1efa766a94038539d1275e9","pom.xml","m_update","{'src_line': 46, 'dest_line': 74, 'mode': 'm_update', 'edit_action': 'Update line 46 to line 74', 'str_diff': [[[35, 38]], [[35, 37]]]}","46","74",,
"11876","21","arthas","18cae0546929cb61c1efa766a94038539d1275e9","pom.xml","m_update","{'src_line': 55, 'dest_line': 83, 'mode': 'm_update', 'edit_action': 'Update line 55 to line 83', 'str_diff': [[[76, 88]], [[80, 89]]]}","55","83",,
"11877","21","arthas","18cae0546929cb61c1efa766a94038539d1275e9","pom.xml","m_update","{'src_line': 56, 'dest_line': 84, 'mode': 'm_update', 'edit_action': 'Update line 56 to line 84', 'str_diff': [[[74, 86]], [[78, 87]]]}","56","84",,
"11878","21","arthas","18cae0546929cb61c1efa766a94038539d1275e9","pom.xml","update","{'src_line': 64, 'dest_line': 92, 'mode': 'update', 'str_diff': [[[30, 36]], [[34, 44]]], 'indent_offset': 4, 'edit_action': 'Update line 64 to line 92 with moving right 4 whitespaces.'}","64","92",,
"11879","21","arthas","1c07b1b360519d0cbe3d838a550971faf5d8e891","pom.xml","update","{'src_line': 50, 'dest_line': 50, 'mode': 'update', 'str_diff': [[[17, 20]], [[17, 17]]], 'indent_offset': 0, 'edit_action': 'Update line 50 to line 50'}","50","50",,
"11880","21","arthas","1c07b1b360519d0cbe3d838a550971faf5d8e891","pom.xml","update","{'src_line': 199, 'dest_line': 199, 'mode': 'update', 'str_diff': [[[25, 29]], [[25, 30]]], 'indent_offset': 0, 'edit_action': 'Update line 199 to line 199'}","199","199",,
"11881","21","arthas","1faf2371314446cdcad21127aa608d140c90c08f","pom.xml","c_update","{'src_line': 130, 'dest_line': 131, 'mode': 'c_update', 'edit_action': 'Update line 130 to line 131', 'str_diff': [[[25, 28]], [[25, 33]]]}","130","131",,
"11882","21","arthas","1faf2371314446cdcad21127aa608d140c90c08f","pom.xml","c_update","{'src_line': 131, 'dest_line': 132, 'mode': 'c_update', 'edit_action': 'Update line 131 to line 132', 'str_diff': [[[24, 26]], [[24, 49]]]}","131","132",,
"11883","21","arthas","23bec4076918e0c5313e7b4a9726c68a1d88e2a4","assembly.xml","update","{'src_line': 59, 'dest_line': 59, 'mode': 'update', 'str_diff': [[[48, 69]], [[]]], 'indent_offset': 0, 'edit_action': 'Update line 59 to line 59'}","59","59",,
"11884","21","arthas","23bec4076918e0c5313e7b4a9726c68a1d88e2a4","pom.xml","c_update","{'src_line': 17, 'dest_line': 24, 'mode': 'c_update', 'edit_action': 'Update line 17 to line 24', 'str_diff': [[[21, 37]], [[21, 29]]]}","17","24",,
"11885","21","arthas","23bec4076918e0c5313e7b4a9726c68a1d88e2a4","pom.xml","c_update","{'src_line': 17, 'dest_line': 30, 'mode': 'c_update', 'edit_action': 'Update line 17 to line 30', 'str_diff': [[[22, 37]], [[22, 34]]]}","17","30",,
"11886","21","arthas","23bec4076918e0c5313e7b4a9726c68a1d88e2a4","pom.xml","c_update","{'src_line': 17, 'dest_line': 36, 'mode': 'c_update', 'edit_action': 'Update line 17 to line 36', 'str_diff': [[[22, 37]], [[22, 34]]]}","17","36",,
"11887","21","arthas","23bec4076918e0c5313e7b4a9726c68a1d88e2a4","pom.xml","c_update","{'src_line': 18, 'dest_line': 25, 'mode': 'c_update', 'edit_action': 'Update line 18 to line 25', 'str_diff': [[[24, 35]], [[24, 32]]]}","18","25",,
"11888","21","arthas","23bec4076918e0c5313e7b4a9726c68a1d88e2a4","pom.xml","c_update","{'src_line': 18, 'dest_line': 31, 'mode': 'c_update', 'edit_action': 'Update line 18 to line 31', 'str_diff': [[[24, 35]], [[24, 38]]]}","18","31",,
"11889","21","arthas","23bec4076918e0c5313e7b4a9726c68a1d88e2a4","pom.xml","c_update","{'src_line': 18, 'dest_line': 37, 'mode': 'c_update', 'edit_action': 'Update line 18 to line 37', 'str_diff': [[[24, 35]], [[24, 35]]]}","18","37",,
"11890","21","arthas","23bec4076918e0c5313e7b4a9726c68a1d88e2a4","pom.xml","update","{'src_line': 38, 'dest_line': 57, 'mode': 'update', 'str_diff': [[[34, 41]], [[34, 38]]], 'indent_offset': 0, 'edit_action': 'Update line 38 to line 57'}","38","57",,
"11891","21","arthas","23bec4076918e0c5313e7b4a9726c68a1d88e2a4","pom.xml","c_update","{'src_line': 39, 'dest_line': 69, 'mode': 'c_update', 'edit_action': 'Update line 39 to line 69', 'str_diff': [[[17, 21]], [[29, 34]]]}","39","69",,
"11892","21","arthas","23bec4076918e0c5313e7b4a9726c68a1d88e2a4","pom.xml","c_update","{'src_line': 40, 'dest_line': 70, 'mode': 'c_update', 'edit_action': 'Update line 40 to line 70', 'str_diff': [[[21, 25]], [[33, 38]]]}","40","70",,
"11893","21","arthas","23bec4076918e0c5313e7b4a9726c68a1d88e2a4","pom.xml","m_update","{'src_line': 42, 'dest_line': 62, 'mode': 'm_update', 'edit_action': 'Update line 42 to line 62', 'str_diff': [[[35, 38]], [[35, 37]]]}","42","62",,
"11894","21","arthas","23bec4076918e0c5313e7b4a9726c68a1d88e2a4","pom.xml","update","{'src_line': 56, 'dest_line': 82, 'mode': 'update', 'str_diff': [[[30, 36]], [[30, 40]]], 'indent_offset': 0, 'edit_action': 'Update line 56 to line 82'}","56","82",,
"11895","21","arthas","24c90ae071f69db61815fd0597f25f43d4e1c99f","pom.xml","update","{'src_line': 4, 'dest_line': 2, 'mode': 'update', 'str_diff': [[[9, 60]], [[0, 201]]], 'indent_offset': -9, 'edit_action': 'Update line 4 to line 2 with moving left 9 whitespaces.'}","4","2",,
"11896","21","arthas","24c90ae071f69db61815fd0597f25f43d4e1c99f","pom.xml","update","{'src_line': 9, 'dest_line': 7, 'mode': 'update', 'str_diff': [[[23, 30]], [[23, 24]]], 'indent_offset': 0, 'edit_action': 'Update line 9 to line 7'}","9","7",,
"11897","21","arthas","2846685ee5ca8177872ea7c8c9b1ad3421033387","pom.xml","update","{'src_line': 7, 'dest_line': 7, 'mode': 'update', 'str_diff': [[[19, 30]], [[19, 21]]], 'indent_offset': 0, 'edit_action': 'Update line 7 to line 7'}","7","7",,
"11898","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","update","{'src_line': 7, 'dest_line': 9, 'mode': 'update', 'str_diff': [[[17, 21]], [[17, 21]]], 'indent_offset': 0, 'edit_action': 'Update line 7 to line 9'}","7","9",,
"11899","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","c_update","{'src_line': 26, 'dest_line': 38, 'mode': 'c_update', 'edit_action': 'Update line 26 to line 38', 'str_diff': [[[21, 37]], [[21, 29]]]}","26","38",,
"11900","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","c_update","{'src_line': 27, 'dest_line': 39, 'mode': 'c_update', 'edit_action': 'Update line 27 to line 39', 'str_diff': [[[24, 37]], [[24, 32]]]}","27","39",,
"11901","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","c_update","{'src_line': 31, 'dest_line': 42, 'mode': 'c_update', 'edit_action': 'Update line 31 to line 42', 'str_diff': [[[21, 25]], [[21, 34]]]}","31","42",,
"11902","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","c_update","{'src_line': 31, 'dest_line': 46, 'mode': 'c_update', 'edit_action': 'Update line 31 to line 46', 'str_diff': [[[21, 25]], [[21, 34]]]}","31","46",,
"11903","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","c_update","{'src_line': 32, 'dest_line': 43, 'mode': 'c_update', 'edit_action': 'Update line 32 to line 43', 'str_diff': [[[24, 28]], [[24, 35]]]}","32","43",,
"11904","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","c_update","{'src_line': 32, 'dest_line': 47, 'mode': 'c_update', 'edit_action': 'Update line 32 to line 47', 'str_diff': [[[24, 28]], [[24, 38]]]}","32","47",,
"11905","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","update","{'src_line': 52, 'dest_line': 72, 'mode': 'update', 'str_diff': [[[34, 41]], [[34, 38]]], 'indent_offset': 0, 'edit_action': 'Update line 52 to line 72'}","52","72",,
"11906","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","c_update","{'src_line': 52, 'dest_line': 103, 'mode': 'c_update', 'edit_action': 'Update line 52 to line 103', 'str_diff': [[[25, 60]], [[45, 56]]]}","52","103",,
"11907","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","c_update","{'src_line': 53, 'dest_line': 82, 'mode': 'c_update', 'edit_action': 'Update line 53 to line 82', 'str_diff': [[[17, 21]], [[29, 34]]]}","53","82",,
"11908","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","c_update","{'src_line': 53, 'dest_line': 104, 'mode': 'c_update', 'edit_action': 'Update line 53 to line 104', 'str_diff': [[[19, 25]], [[39, 43]]]}","53","104",,
"11909","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","c_update","{'src_line': 54, 'dest_line': 83, 'mode': 'c_update', 'edit_action': 'Update line 54 to line 83', 'str_diff': [[[21, 25]], [[33, 38]]]}","54","83",,
"11910","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","m_update","{'src_line': 56, 'dest_line': 77, 'mode': 'm_update', 'edit_action': 'Update line 56 to line 77', 'str_diff': [[[35, 38]], [[35, 37]]]}","56","77",,
"11911","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","update","{'src_line': 74, 'dest_line': 123, 'mode': 'update', 'str_diff': [[[30, 36]], [[34, 44]]], 'indent_offset': 4, 'edit_action': 'Update line 74 to line 123 with moving right 4 whitespaces.'}","74","123",,
"11912","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","c_update","{'src_line': 75, 'dest_line': 99, 'mode': 'c_update', 'edit_action': 'Update line 75 to line 99', 'str_diff': [[[26, 33]], [[34, 38]]]}","75","99",,
"11913","21","arthas","2c70b917b444a5af459104d1ac2d14fcb7c6bfaf","pom.xml","c_update","{'src_line': 76, 'dest_line': 100, 'mode': 'c_update', 'edit_action': 'Update line 76 to line 100', 'str_diff': [[[22, 30]], [[30, 40]]]}","76","100",,
"11914","21","arthas","31faa60dc5dd85b62d268b8a4756d292ccf1c603","pom.xml","update","{'src_line': 25, 'dest_line': 25, 'mode': 'update', 'str_diff': [[[21, 31]], [[21, 38]]], 'indent_offset': 0, 'edit_action': 'Update line 25 to line 25'}","25","25",,
"11915","21","arthas","31faa60dc5dd85b62d268b8a4756d292ccf1c603","pom.xml","update","{'src_line': 26, 'dest_line': 26, 'mode': 'update', 'str_diff': [[[]], [[25, 41]]], 'indent_offset': 0, 'edit_action': 'Update line 26 to line 26'}","26","26",,
"11916","21","arthas","3481f927629b4942685b1079bc22c50a3c67ffb7","pom.xml","update","{'src_line': 92, 'dest_line': 92, 'mode': 'update', 'str_diff': [[[31, 31]], [[31, 31]]], 'indent_offset': 0, 'edit_action': 'Update line 92 to line 92'}","92","92",,
"11917","21","arthas","3481f927629b4942685b1079bc22c50a3c67ffb7","pom.xml","update","{'src_line': 149, 'dest_line': 149, 'mode': 'update', 'str_diff': [[[29, 30]], [[29, 30]]], 'indent_offset': 0, 'edit_action': 'Update line 149 to line 149'}","149","149",,
"11918","21","arthas","3481f927629b4942685b1079bc22c50a3c67ffb7","pom.xml","update","{'src_line': 154, 'dest_line': 154, 'mode': 'update', 'str_diff': [[[29, 30]], [[29, 30]]], 'indent_offset': 0, 'edit_action': 'Update line 154 to line 154'}","154","154",,
"11919","21","arthas","3481f927629b4942685b1079bc22c50a3c67ffb7","pom.xml","update","{'src_line': 159, 'dest_line': 159, 'mode': 'update', 'str_diff': [[[29, 30]], [[29, 30]]], 'indent_offset': 0, 'edit_action': 'Update line 159 to line 159'}","159","159",,
"11920","21","arthas","3481f927629b4942685b1079bc22c50a3c67ffb7","pom.xml","update","{'src_line': 164, 'dest_line': 164, 'mode': 'update', 'str_diff': [[[29, 30]], [[29, 30]]], 'indent_offset': 0, 'edit_action': 'Update line 164 to line 164'}","164","164",,
